,PARTNER NAME,COUNTRY,WEEK,DEPARTMENT,ITEM CODE(16 DIGITS),CLASSNAME,SEASON,STYLE NAME,COLOUR NAME,DESCRIPTION,ORIGINAL RRP,SALES VALUE LAST WEEK LOCAL,SALES UNITS LAST WEEK,STORE STOCK UNITS
823,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,2030000000000000,DL OC-SMART,SS23,CLAUDIA,737ECRU,DIAMANTE STRAPPY COURT,131000.0,87441.86,1.0,1.0
824,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,2030000000000000,DL OC-SMART,SS23,CLAUDIA,737ECRU,DIAMANTE STRAPPY COURT,917000.0,0.0,0.0,7.0
825,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0086503940128596,DA BA - BAG MATCHES,SS23,BLAKELEE,067NUDE,DIAMANTE TRIM CLASP CLUTC,5016000.0,0.0,0.0,33.0
826,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0086503940128596,DA BA - BAG MATCHES,SS23,BLAKELEE,232PINK,DIAMANTE TRIM CLASP CLUTC,5320000.0,0.0,0.0,35.0
827,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0007500110047830,DA BA - BAG MATCHES,SS23,BELLANNE,830SILVER,DIAMANTE TRIM HANDLE GRAB,452000.0,0.0,0.0,4.0
828,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0007503940034513,DA BA - BAG MATCHES,AW22,BRYNLEY,513IVORY-SATIN,DIAMANTE TUBULAR HAND,720000.0,0.0,0.0,5.0
829,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940074027,DL DS-HIGHFASHION,SS22,MARLIE,BLACK027,DIAMOND TWIST MULE,0.0,0.0,0.0,0.0
830,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940074027,DL DS-HIGHFASHION,SS22,MARLIE,BLACK027,DIAMOND TWIST MULE,0.0,0.0,0.0,0.0
831,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940074027,DL DS-HIGHFASHION,SS22,MARLIE,BLACK027,DIAMOND TWIST MULE,0.0,0.0,0.0,0.0
832,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940074736,DL DS-HIGHFASHION,SS22,MARLIE,ECRU736,DIAMOND TWIST MULE,0.0,0.0,0.0,0.0
833,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940074736,DL DS-HIGHFASHION,SS22,MARLIE,ECRU736,DIAMOND TWIST MULE,0.0,0.0,0.0,0.0
834,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940074736,DL DS-HIGHFASHION,SS22,MARLIE,ECRU736,DIAMOND TWIST MULE,0.0,0.0,0.0,0.0
835,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940074027,DL DS-HIGHFASHION,SS22,MARLIE,BLACK027,DIAMOND TWIST MULE,0.0,0.0,0.0,0.0
836,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940074736,DL DS-HIGHFASHION,SS22,MARLIE,ECRU736,DIAMOND TWIST MULE,0.0,0.0,0.0,0.0
837,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0086503940091383,DA BA - BAG MATCHES,SS23,BASIA,568MULTI,DIAMONTE SOFT CLUTCH,440000.0,73488.37,1.0,4.0
838,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0086503940091383,DA BA - BAG MATCHES,SS23,BASIA,863GREEN,DIAMONTE SOFT CLUTCH,660000.0,73488.37,1.0,6.0
839,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0022500110105349,DA DAB - SMALL,SS22,DINKIEDORRIE L,349CAMEL,DINKIEDORRIE LOGO,2358000.0,0.0,0.0,18.0
840,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0028500110051038,DA PU - PURSES,AW20,KODI DI,038BLACK,DISC BRANDED MINI PUR,58000.0,0.0,0.0,2.0
841,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0028500110051791,DA PU - PURSES,SS20,KODI,791CAPPUCCINO,DISC BRANDED MINI PUR,87000.0,0.0,0.0,3.0
842,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940080498,DL DS-FLAT,AW20,NAHLAH,498PINK,DOME STUD SANDAL,0.0,0.0,0.0,0.0
843,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940080498,DL DS-FLAT,AW20,NAHLAH,498PINK,DOME STUD SANDAL,0.0,0.0,0.0,0.0
844,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940080498,DL DS-FLAT,AW20,NAHLAH,498PINK,DOME STUD SANDAL,0.0,0.0,0.0,0.0
845,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940080498,DL DS-FLAT,AW20,NAHLAH,498PINK,DOME STUD SANDAL,0.0,0.0,0.0,0.0
846,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940080498,DL DS-FLAT,AW20,NAHLAH,498PINK,DOME STUD SANDAL,0.0,0.0,0.0,0.0
847,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364380,DMSU SNDLS - FASH,SS23,ITARE,484BLACK,DOUBLE BUCKLE FOOTBED,775000.0,0.0,0.0,5.0
848,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364028,DMSU SNDLS - FASH,SS23,ITARE,484BLACK,DOUBLE BUCKLE FOOTBED,3565000.0,0.0,0.0,23.0
849,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364028,DMSU SNDLS - FASH,SS23,ITARE,484BLACK,DOUBLE BUCKLE FOOTBED,3565000.0,0.0,0.0,23.0
850,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364380,DMSU SNDLS - FASH,SS23,ITARE,509BROWN,DOUBLE BUCKLE FOOTBED,1550000.0,0.0,0.0,10.0
851,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364028,DMSU SNDLS - FASH,SS23,ITARE,484BLACK,DOUBLE BUCKLE FOOTBED,1550000.0,0.0,0.0,10.0
852,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364380,DMSU SNDLS - FASH,SS23,ITARE,509BROWN,DOUBLE BUCKLE FOOTBED,4340000.0,0.0,0.0,28.0
853,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364380,DMSU SNDLS - FASH,SS23,ITARE,509BROWN,DOUBLE BUCKLE FOOTBED,3875000.0,0.0,0.0,25.0
854,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364380,DMSU SNDLS - FASH,SS23,ITARE,509BROWN,DOUBLE BUCKLE FOOTBED,1395000.0,0.0,0.0,9.0
855,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348556,DL DS-OCCASION,SS23,MADE,556BLACK,DOUBLE D GOLD TRIM MULE,308000.0,0.0,0.0,2.0
856,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348140,DL DS-OCCASION,SS23,MADE,140NATURAL,DOUBLE D GOLD TRIM MULE,0.0,0.0,0.0,0.0
857,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348556,DL DS-OCCASION,SS23,MADE,556BLACK,DOUBLE D GOLD TRIM MULE,154000.0,0.0,0.0,1.0
858,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348140,DL DS-OCCASION,SS23,MADE,140NATURAL,DOUBLE D GOLD TRIM MULE,154000.0,0.0,0.0,1.0
859,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348140,DL DS-OCCASION,SS23,MADE,140NATURAL,DOUBLE D GOLD TRIM MULE,154000.0,0.0,0.0,1.0
860,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348556,DL DS-OCCASION,SS23,MADE,556BLACK,DOUBLE D GOLD TRIM MULE,308000.0,0.0,0.0,2.0
861,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348140,DL DS-OCCASION,SS23,MADE,140NATURAL,DOUBLE D GOLD TRIM MULE,154000.0,0.0,0.0,1.0
862,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348220,DL DS-OCCASION,SS23,MADE,220PINK,DOUBLE D GOLD TRIM MULE,308000.0,0.0,0.0,2.0
863,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348220,DL DS-OCCASION,SS23,MADE,220PINK,DOUBLE D GOLD TRIM MULE,308000.0,0.0,0.0,2.0
864,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348220,DL DS-OCCASION,SS23,MADE,220PINK,DOUBLE D GOLD TRIM MULE,616000.0,0.0,0.0,4.0
865,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348556,DL DS-OCCASION,SS23,MADE,556BLACK,DOUBLE D GOLD TRIM MULE,0.0,102325.58,1.0,0.0
866,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940348220,DL DS-OCCASION,SS23,MADE,220PINK,DOUBLE D GOLD TRIM MULE,616000.0,0.0,0.0,4.0
867,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213596,DL OC-OCCASION,SS23,CRAFT,596ROSE GOLD-SYN,DOUBLE D TRIM OPEN COURT,0.0,0.0,0.0,0.0
868,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213596,DL OC-OCCASION,SS23,CRAFT,596ROSE GOLD-SYN,DOUBLE D TRIM OPEN COURT,296000.0,0.0,0.0,2.0
869,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213028,DL OC-OCCASION,SS23,CRAFT,028BLACK-SYNTHET,DOUBLE D TRIM OPEN COURT,0.0,0.0,0.0,0.0
870,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213596,DL OC-OCCASION,SS23,CRAFT,596ROSE GOLD-SYN,DOUBLE D TRIM OPEN COURT,0.0,0.0,0.0,0.0
871,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213028,DL OC-OCCASION,SS23,CRAFT,028BLACK-SYNTHET,DOUBLE D TRIM OPEN COURT,296000.0,0.0,0.0,2.0
872,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213028,DL OC-OCCASION,SS23,CRAFT,028BLACK-SYNTHET,DOUBLE D TRIM OPEN COURT,296000.0,0.0,0.0,2.0
873,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213596,DL OC-OCCASION,SS23,CRAFT,596ROSE GOLD-SYN,DOUBLE D TRIM OPEN COURT,0.0,0.0,0.0,0.0
874,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213028,DL OC-OCCASION,SS23,CRAFT,028BLACK-SYNTHET,DOUBLE D TRIM OPEN COURT,148000.0,0.0,0.0,1.0
875,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213064,DL OC-OCCASION,SS23,CRAFT,064NUDE-SYNTHETI,DOUBLE D TRIM OPEN COURT,148000.0,0.0,0.0,1.0
876,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213064,DL OC-OCCASION,SS23,CRAFT,064NUDE-SYNTHETI,DOUBLE D TRIM OPEN COURT,296000.0,0.0,0.0,2.0
877,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213064,DL OC-OCCASION,SS23,CRAFT,064NUDE-SYNTHETI,DOUBLE D TRIM OPEN COURT,296000.0,0.0,0.0,2.0
878,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0094503940213064,DL OC-OCCASION,SS23,CRAFT,064NUDE-SYNTHETI,DOUBLE D TRIM OPEN COURT,296000.0,0.0,0.0,2.0
879,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0278509520003509,DM FS - SCORE,AW22,SCHEMER,509BROWN-LEATHER,DOUBLE MONK TOECAP,274000.0,0.0,0.0,2.0
880,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0278509520003509,DM FS - SCORE,AW22,SCHEMER,509BROWN-LEATHER,DOUBLE MONK TOECAP,548000.0,0.0,0.0,4.0
881,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0278509520003484,DM FS - SCORE,AW22,SCHEMER,484BLACK-LEATHER,DOUBLE MONK TOECAP,548000.0,0.0,0.0,4.0
882,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0278509520003484,DM FS - SCORE,AW22,SCHEMER,484BLACK-LEATHER,DOUBLE MONK TOECAP,1644000.0,0.0,0.0,12.0
883,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0278509520003509,DM FS - SCORE,AW22,SCHEMER,509BROWN-LEATHER,DOUBLE MONK TOECAP,137000.0,0.0,0.0,1.0
884,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0278509520003484,DM FS - SCORE,AW22,SCHEMER,484BLACK-LEATHER,DOUBLE MONK TOECAP,1370000.0,0.0,0.0,10.0
885,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0278509520003484,DM FS - SCORE,AW22,SCHEMER,484BLACK-LEATHER,DOUBLE MONK TOECAP,137000.0,0.0,0.0,1.0
886,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0278509520003509,DM FS - SCORE,AW22,SCHEMER,509BROWN-LEATHER,DOUBLE MONK TOECAP,274000.0,0.0,0.0,2.0
887,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,2009510000000000,WOVEN SCARVES,SS22,LINITA,027BLACK,DOUBLE SIDED SCARF,0.0,0.0,0.0,0.0
888,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,2009510000000000,WOVEN SCARVES,AW22,LINITA,835CAMEL,DOUBLE SIDED SCARF,0.0,0.0,0.0,0.0
889,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037278,DL DS-HIGHFASHION,AW21,MANORA,GREEN278,DRENCHED DD MULE,0.0,0.0,0.0,0.0
890,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037028,DL DS-HIGHFASHION,AW21,MANORA,BLACK028,DRENCHED DD MULE,0.0,0.0,0.0,0.0
891,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037327,DL DS-HIGHFASHION,AW21,MANORA,OFF WHITE327,DRENCHED DD MULE,0.0,0.0,0.0,0.0
892,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037278,DL DS-HIGHFASHION,AW21,MANORA,GREEN278,DRENCHED DD MULE,0.0,0.0,0.0,0.0
893,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037327,DL DS-HIGHFASHION,AW21,MANORA,OFF WHITE327,DRENCHED DD MULE,0.0,0.0,0.0,0.0
894,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037327,DL DS-HIGHFASHION,AW21,MANORA,OFF WHITE327,DRENCHED DD MULE,0.0,0.0,0.0,0.0
895,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037278,DL DS-HIGHFASHION,AW21,MANORA,GREEN278,DRENCHED DD MULE,0.0,0.0,0.0,0.0
896,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037327,DL DS-HIGHFASHION,AW21,MANORA,OFF WHITE327,DRENCHED DD MULE,0.0,0.0,0.0,0.0
897,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037153,DL DS-HIGHFASHION,AW21,MANORA,TAUPE153,DRENCHED DD MULE,0.0,0.0,0.0,0.0
898,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037153,DL DS-HIGHFASHION,AW21,MANORA,TAUPE153,DRENCHED DD MULE,0.0,0.0,0.0,0.0
899,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037278,DL DS-HIGHFASHION,AW21,MANORA,GREEN278,DRENCHED DD MULE,0.0,0.0,0.0,0.0
900,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037028,DL DS-HIGHFASHION,AW21,MANORA,BLACK028,DRENCHED DD MULE,0.0,0.0,0.0,0.0
901,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037028,DL DS-HIGHFASHION,AW21,MANORA,BLACK028,DRENCHED DD MULE,0.0,0.0,0.0,0.0
902,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037028,DL DS-HIGHFASHION,AW21,MANORA,BLACK028,DRENCHED DD MULE,0.0,0.0,0.0,0.0
903,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037153,DL DS-HIGHFASHION,AW21,MANORA,TAUPE153,DRENCHED DD MULE,0.0,0.0,0.0,0.0
904,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940037153,DL DS-HIGHFASHION,AW21,MANORA,TAUPE153,DRENCHED DD MULE,0.0,0.0,0.0,0.0
905,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940130596,DL DS-OCCASION,SS23,MANIFEST,737ECRU,EID 2 STRAP HEATSEAL MULE,302000.0,0.0,0.0,2.0
906,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002380,DL DS-OCCASION,SS23,MANIFEST,278GREEN,EID 2 STRAP HEATSEAL MULE,302000.0,0.0,0.0,2.0
907,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002380,DL DS-OCCASION,SS23,MANIFEST,278GREEN,EID 2 STRAP HEATSEAL MULE,1359000.0,0.0,0.0,9.0
908,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002028,DL DS-OCCASION,SS23,MANIFEST,278GREEN,EID 2 STRAP HEATSEAL MULE,453000.0,0.0,0.0,3.0
909,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002028,DL DS-OCCASION,SS23,MANIFEST,278GREEN,EID 2 STRAP HEATSEAL MULE,453000.0,0.0,0.0,3.0
910,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940130596,DL DS-OCCASION,SS23,MANIFEST,737ECRU,EID 2 STRAP HEATSEAL MULE,304000.0,0.0,0.0,2.0
911,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940130596,DL DS-OCCASION,SS23,MANIFEST,737ECRU,EID 2 STRAP HEATSEAL MULE,1057000.0,0.0,0.0,7.0
912,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002028,DL DS-OCCASION,SS23,MANIFEST,737ECRU,EID 2 STRAP HEATSEAL MULE,1510000.0,0.0,0.0,10.0
913,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002028,DL DS-OCCASION,SS23,MANIFEST,737ECRU,EID 2 STRAP HEATSEAL MULE,1057000.0,0.0,0.0,7.0
914,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002028,DL DS-OCCASION,SS23,MANIFEST,278GREEN,EID 2 STRAP HEATSEAL MULE,1359000.0,0.0,0.0,9.0
915,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002380,DL DS-OCCASION,SS23,MANIFEST,278GREEN,EID 2 STRAP HEATSEAL MULE,2114000.0,0.0,0.0,14.0
916,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002028,DL DS-OCCASION,SS23,MANIFEST,737ECRU,EID 2 STRAP HEATSEAL MULE,755000.0,0.0,0.0,5.0
917,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940338232,DL DS-FLAT,SS23,NIAMI,383SILVER,EID 3 STRAP LOW SANDAL,290000.0,0.0,0.0,2.0
918,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940338232,DL DS-FLAT,SS23,NIAMI,383SILVER,EID 3 STRAP LOW SANDAL,1160000.0,0.0,0.0,8.0
919,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940338646,DL DS-FLAT,SS23,NIAMI,383SILVER,EID 3 STRAP LOW SANDAL,870000.0,0.0,0.0,6.0
920,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940338646,DL DS-FLAT,SS23,NIAMI,383SILVER,EID 3 STRAP LOW SANDAL,1740000.0,0.0,0.0,12.0
921,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940338232,DL DS-FLAT,SS23,NIAMI,383SILVER,EID 3 STRAP LOW SANDAL,290000.0,0.0,0.0,2.0
922,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940338646,DL DS-FLAT,SS23,NIAMI,383SILVER,EID 3 STRAP LOW SANDAL,1450000.0,0.0,0.0,10.0
923,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940029028,DL DS-OCCASION,SS23,MAUI,383SILVER,EID 3 STRAP MULE,1510000.0,0.0,0.0,10.0
924,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940029028,DL DS-OCCASION,SS23,MAUI,383SILVER,EID 3 STRAP MULE,1661000.0,0.0,0.0,11.0
925,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002380,DL DS-OCCASION,SS23,MAUI,383SILVER,EID 3 STRAP MULE,755000.0,0.0,0.0,5.0
926,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002380,DL DS-OCCASION,SS23,MAUI,383SILVER,EID 3 STRAP MULE,755000.0,0.0,0.0,5.0
927,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940029028,DL DS-OCCASION,SS23,MAUI,383SILVER,EID 3 STRAP MULE,2869000.0,0.0,0.0,19.0
928,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086508730002380,DL DS-OCCASION,SS23,MAUI,383SILVER,EID 3 STRAP MULE,2416000.0,0.0,0.0,16.0
929,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128393,DL OC-OCCASION,SS23,CARING,646NUDE,EID DIAMANTE COURT,1976000.0,0.0,0.0,13.0
930,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128393,DL OC-OCCASION,SS23,CARING,646NUDE,EID DIAMANTE COURT,1672000.0,0.0,0.0,11.0
931,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128393,DL OC-OCCASION,SS23,CARING,646NUDE,EID DIAMANTE COURT,1520000.0,0.0,0.0,10.0
932,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128393,DL OC-OCCASION,SS23,CARING,646NUDE,EID DIAMANTE COURT,608000.0,0.0,0.0,4.0
933,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128393,DL OC-OCCASION,SS23,CARING,646NUDE,EID DIAMANTE COURT,608000.0,0.0,0.0,4.0
934,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128596,DL OC-OCCASION,SS23,CARING,646NUDE,EID DIAMANTE COURT,760000.0,0.0,0.0,5.0
935,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940122736,DL DS-OCCASION,SS23,MIGHTY,232PINK,EID DIAMANTE MULE,304000.0,0.0,0.0,2.0
936,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940130596,DL DS-OCCASION,SS23,MIGHTY,646NUDE,EID DIAMANTE MULE,760000.0,0.0,0.0,5.0
937,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940130596,DL DS-OCCASION,SS23,MIGHTY,646NUDE,EID DIAMANTE MULE,912000.0,0.0,0.0,6.0
938,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940122736,DL DS-OCCASION,SS23,MIGHTY,232PINK,EID DIAMANTE MULE,152000.0,0.0,0.0,1.0
939,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128596,DL DS-OCCASION,SS23,MIGHTY,646NUDE,EID DIAMANTE MULE,304000.0,0.0,0.0,2.0
940,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128596,DL DS-OCCASION,SS23,MIGHTY,646NUDE,EID DIAMANTE MULE,304000.0,0.0,0.0,2.0
941,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940122736,DL DS-OCCASION,SS23,MIGHTY,232PINK,EID DIAMANTE MULE,1216000.0,0.0,0.0,8.0
942,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940122736,DL DS-OCCASION,SS23,MIGHTY,232PINK,EID DIAMANTE MULE,1064000.0,0.0,0.0,7.0
943,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128393,DL DS-OCCASION,SS23,MIGHTY,232PINK,EID DIAMANTE MULE,608000.0,0.0,0.0,4.0
944,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940122736,DL DS-OCCASION,SS23,MIGHTY,232PINK,EID DIAMANTE MULE,1064000.0,0.0,0.0,7.0
945,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940128596,DL DS-OCCASION,SS23,MIGHTY,646NUDE,EID DIAMANTE MULE,912000.0,0.0,0.0,6.0
946,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940130596,DL DS-OCCASION,SS23,MIGHTY,646NUDE,EID DIAMANTE MULE,1368000.0,0.0,0.0,9.0
947,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118443,DL DS-FLAT,SS23,NICE,596ROSE GOLD,EID FLAT DOUBLE TRIM SLID,1120000.0,0.0,0.0,10.0
948,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118443,DL DS-FLAT,SS23,NICE,596ROSE GOLD,EID FLAT DOUBLE TRIM SLID,896000.0,0.0,0.0,8.0
949,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118443,DL DS-FLAT,SS23,NICE,310PEWTER,EID FLAT DOUBLE TRIM SLID,336000.0,74418.6,1.0,3.0
950,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118443,DL DS-FLAT,SS23,NICE,596ROSE GOLD,EID FLAT DOUBLE TRIM SLID,672000.0,0.0,0.0,6.0
951,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118393,DL DS-FLAT,SS23,NICE,310PEWTER,EID FLAT DOUBLE TRIM SLID,336000.0,0.0,0.0,3.0
952,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118393,DL DS-FLAT,SS23,NICE,310PEWTER,EID FLAT DOUBLE TRIM SLID,1008000.0,0.0,0.0,9.0
953,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118393,DL DS-FLAT,SS23,NICE,310PEWTER,EID FLAT DOUBLE TRIM SLID,224000.0,0.0,0.0,2.0
954,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118443,DL DS-FLAT,SS23,NICE,596ROSE GOLD,EID FLAT DOUBLE TRIM SLID,336000.0,0.0,0.0,3.0
955,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940122736,DL DS-FLAT,SS23,NICE,596ROSE GOLD,EID FLAT DOUBLE TRIM SLID,560000.0,0.0,0.0,5.0
956,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118393,DL DS-FLAT,SS23,NICE,310PEWTER,EID FLAT DOUBLE TRIM SLID,560000.0,0.0,0.0,5.0
957,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0086503940118443,DL DS-FLAT,SS23,NICE,596ROSE GOLD,EID FLAT DOUBLE TRIM SLID,224000.0,0.0,0.0,2.0
