,PARTNER NAME,COUNTRY,WEEK,DEPARTMENT,ITEM CODE(16 DIGITS),CLASSNAME,SEASON,STYLE NAME,COLOUR NAME,DESCRIPTION,ORIGINAL RRP,SALES VALUE LAST WEEK LOCAL,SALES UNITS LAST WEEK,STORE STOCK UNITS
0,SMARTMARTLTD,NIGERIA,30.0,DUNE SHOE CARE,2004500000000000,SC CO / COMFORT,AW23,HALF FOAM INSOL,BLANK,1/2 FOAM INSOLES,150000.0,0.0,0.0,10.0
1,SMARTMARTLTD,NIGERIA,30.0,DUNE SHOE CARE,2004500000000000,SC CO / COMFORT,AW23,HALF FOAM INSOL,BLANK,1/2 FOAM INSOLES,135000.0,0.0,0.0,9.0
2,SMARTMARTLTD,NIGERIA,30.0,DUNE SHOE CARE,2004500000000000,SC CO / COMFORT,AW23,HALF FOAM INSOL,BLANK,1/2 FOAM INSOLES,105000.0,0.0,0.0,7.0
3,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940036289,DL DS-HIGHFASHION,AW22,MISTIES,289GREEN-REPTILE,2 PART BARELY THERE,0.0,0.0,0.0,0.0
4,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940036289,DL DS-HIGHFASHION,AW22,MISTIES,289GREEN-REPTILE,2 PART BARELY THERE,120000.0,0.0,0.0,1.0
5,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940036289,DL DS-HIGHFASHION,AW22,MISTIES,289GREEN-REPTILE,2 PART BARELY THERE,120000.0,0.0,0.0,1.0
6,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087503940036289,DL DS-HIGHFASHION,AW22,MISTIES,289GREEN-REPTILE,2 PART BARELY THERE,0.0,0.0,0.0,0.0
7,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0081500620044670,DL CS-WEDGE,SS20,KEZSHA,670BLUSH,2 PART CORK WEDGE,0.0,0.0,0.0,0.0
8,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0081500620044670,DL CS-WEDGE,SS20,KEZSHA,670BLUSH,2 PART CORK WEDGE,0.0,0.0,0.0,0.0
9,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0081500620044167,DL CS-WEDGE,AW20,KEZSHA,167NAVY,2 PART CORK WEDGE,0.0,0.0,0.0,0.0
10,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0081500620044167,DL CS-WEDGE,AW20,KEZSHA,167NAVY,2 PART CORK WEDGE,0.0,0.0,0.0,0.0
11,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0081500620044167,DL CS-WEDGE,AW20,KEZSHA,167NAVY,2 PART CORK WEDGE,0.0,0.0,0.0,0.0
12,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0081500620044670,DL CS-WEDGE,SS20,KEZSHA,670BLUSH,2 PART CORK WEDGE,0.0,0.0,0.0,0.0
13,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0081500620044670,DL CS-WEDGE,SS20,KEZSHA,670BLUSH,2 PART CORK WEDGE,0.0,0.0,0.0,0.0
14,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0081500620044167,DL CS-WEDGE,AW20,KEZSHA,167NAVY,2 PART CORK WEDGE,0.0,0.0,0.0,0.0
15,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0277509520103511,DM FS - LFASH,AW22,SEBASTIANS,511TAN,3 EYE BROGUE TOE DETA,134000.0,0.0,0.0,1.0
16,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0277509520103511,DM FS - LFASH,AW22,SEBASTIANS,511TAN,3 EYE BROGUE TOE DETA,134000.0,0.0,0.0,1.0
17,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0277509520103511,DM FS - LFASH,AW22,SEBASTIANS,511TAN,3 EYE BROGUE TOE DETA,0.0,0.0,0.0,0.0
18,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0277509520103484,DM FS - LFASH,AW22,SEBASTIANS,484BLACK,3 EYE BROGUE TOE DETA,0.0,0.0,0.0,0.0
19,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0277509520103484,DM FS - LFASH,AW22,SEBASTIANS,484BLACK,3 EYE BROGUE TOE DETA,0.0,0.0,0.0,0.0
20,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0277509520103484,DM FS - LFASH,AW22,SEBASTIANS,484BLACK,3 EYE BROGUE TOE DETA,0.0,0.0,0.0,0.0
21,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0277509520103484,DM FS - LFASH,AW22,SEBASTIANS,484BLACK,3 EYE BROGUE TOE DETA,268000.0,0.0,0.0,2.0
22,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0277509520103511,DM FS - LFASH,AW22,SEBASTIANS,511TAN,3 EYE BROGUE TOE DETA,134000.0,0.0,0.0,1.0
23,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,081WHITE,4 BAND CASUAL SANDAL,1600000.0,0.0,0.0,8.0
24,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,221PINK,4 BAND CASUAL SANDAL,1400000.0,0.0,0.0,7.0
25,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,221PINK,4 BAND CASUAL SANDAL,400000.0,0.0,0.0,2.0
26,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,081WHITE,4 BAND CASUAL SANDAL,1800000.0,0.0,0.0,9.0
27,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,081WHITE,4 BAND CASUAL SANDAL,2000000.0,0.0,0.0,10.0
28,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,081WHITE,4 BAND CASUAL SANDAL,600000.0,0.0,0.0,3.0
29,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,081WHITE,4 BAND CASUAL SANDAL,800000.0,0.0,0.0,4.0
30,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,221PINK,4 BAND CASUAL SANDAL,600000.0,0.0,0.0,3.0
31,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,221PINK,4 BAND CASUAL SANDAL,400000.0,0.0,0.0,2.0
32,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,221PINK,4 BAND CASUAL SANDAL,2000000.0,0.0,0.0,10.0
33,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1110000000000000,DL CS-HEELED,SS23,JOSIE,081WHITE,4 BAND CASUAL SANDAL,400000.0,0.0,0.0,2.0
34,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL CS-HEELED,SS23,JOSIE,221PINK,4 BAND CASUAL SANDAL,1600000.0,0.0,0.0,8.0
35,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940347183,DL DS-OCCASION,SS23,MINTIE,183BLUE,4 STRAP HEATSEAL MINI HEE,344000.0,0.0,0.0,2.0
36,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940347183,DL DS-OCCASION,SS23,MINTIE,183BLUE,4 STRAP HEATSEAL MINI HEE,344000.0,0.0,0.0,2.0
37,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940347183,DL DS-OCCASION,SS23,MINTIE,183BLUE,4 STRAP HEATSEAL MINI HEE,344000.0,0.0,0.0,2.0
38,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940347183,DL DS-OCCASION,SS23,MINTIE,183BLUE,4 STRAP HEATSEAL MINI HEE,516000.0,0.0,0.0,3.0
39,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940347028,DL DS-OCCASION,SS23,MINTIE,028BLACK,4 STRAP HEATSEAL MINI HEE,172000.0,0.0,0.0,1.0
40,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940347028,DL DS-OCCASION,SS23,MINTIE,028BLACK,4 STRAP HEATSEAL MINI HEE,688000.0,0.0,0.0,4.0
41,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940347028,DL DS-OCCASION,SS23,MINTIE,028BLACK,4 STRAP HEATSEAL MINI HEE,344000.0,0.0,0.0,2.0
42,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940347028,DL DS-OCCASION,SS23,MINTIE,028BLACK,4 STRAP HEATSEAL MINI HEE,344000.0,0.0,0.0,2.0
43,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006490,DL OC-SMART,SS23,CAMPAIGN,490LIME GREEN-LE,ANGULAR HEEL SLING BA,1573000.0,0.0,0.0,11.0
44,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006736,DL OC-SMART,SS23,CAMPAIGN,736ECRU-LEATHER,ANGULAR HEEL SLING BA,572000.0,0.0,0.0,4.0
45,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006736,DL OC-SMART,SS23,CAMPAIGN,736ECRU-LEATHER,ANGULAR HEEL SLING BA,858000.0,0.0,0.0,6.0
46,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006490,DL OC-SMART,SS23,CAMPAIGN,490LIME GREEN-LE,ANGULAR HEEL SLING BA,286000.0,0.0,0.0,2.0
47,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006490,DL OC-SMART,SS23,CAMPAIGN,490LIME GREEN-LE,ANGULAR HEEL SLING BA,429000.0,0.0,0.0,3.0
48,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006490,DL OC-SMART,SS23,CAMPAIGN,490LIME GREEN-LE,ANGULAR HEEL SLING BA,1287000.0,0.0,0.0,9.0
49,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006490,DL OC-SMART,SS23,CAMPAIGN,490LIME GREEN-LE,ANGULAR HEEL SLING BA,572000.0,0.0,0.0,4.0
50,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006736,DL OC-SMART,SS23,CAMPAIGN,736ECRU-LEATHER,ANGULAR HEEL SLING BA,429000.0,0.0,0.0,3.0
51,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006736,DL OC-SMART,SS23,CAMPAIGN,736ECRU-LEATHER,ANGULAR HEEL SLING BA,429000.0,0.0,0.0,3.0
52,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006490,DL OC-SMART,SS23,CAMPAIGN,490LIME GREEN-LE,ANGULAR HEEL SLING BA,1144000.0,0.0,0.0,8.0
53,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006736,DL OC-SMART,SS23,CAMPAIGN,736ECRU-LEATHER,ANGULAR HEEL SLING BA,1144000.0,0.0,0.0,8.0
54,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0095507980006736,DL OC-SMART,SS23,CAMPAIGN,736ECRU-LEATHER,ANGULAR HEEL SLING BA,1144000.0,0.0,0.0,8.0
55,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES ACCESSORIES,0007500110010489,DA BA - BAG MATCHES,AW18,BAFARI,489BLACK_WHITE,ANIMAL PONY SOFT CLUTCH,0.0,0.0,0.0,0.0
56,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0076500620040487,DL CA-LOAFER,AW18,GABRIELAA,487WHITE,APPLIQUE STUD LOAFER,0.0,0.0,0.0,0.0
57,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0076500620040487,DL CA-LOAFER,AW18,GABRIELAA,487WHITE,APPLIQUE STUD LOAFER,0.0,0.0,0.0,0.0
58,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0076500620040487,DL CA-LOAFER,AW18,GABRIELAA,487WHITE,APPLIQUE STUD LOAFER,0.0,0.0,0.0,0.0
59,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0076500620040487,DL CA-LOAFER,AW18,GABRIELAA,487WHITE,APPLIQUE STUD LOAFER,0.0,0.0,0.0,0.0
60,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940363380,DM FS - SFASH,SS23,SOREN,511TAN,APRON TASSELL LOAFER,402000.0,0.0,0.0,3.0
61,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940363380,DM FS - SFASH,SS23,SOREN,484BLACK,APRON TASSELL LOAFER,804000.0,0.0,0.0,6.0
62,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364028,DM FS - SFASH,SS23,SOREN,511TAN,APRON TASSELL LOAFER,804000.0,0.0,0.0,6.0
63,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364028,DM FS - SFASH,SS23,SOREN,511TAN,APRON TASSELL LOAFER,1340000.0,0.0,0.0,10.0
64,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940364028,DM FS - SFASH,SS23,SOREN,511TAN,APRON TASSELL LOAFER,1474000.0,0.0,0.0,11.0
65,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940363380,DM FS - SFASH,SS23,SOREN,484BLACK,APRON TASSELL LOAFER,536000.0,0.0,0.0,4.0
66,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940363380,DM FS - SFASH,SS23,SOREN,484BLACK,APRON TASSELL LOAFER,1474000.0,0.0,0.0,11.0
67,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0088503940363380,DM FS - SFASH,SS23,SOREN,484BLACK,APRON TASSELL LOAFER,1340000.0,0.0,0.0,10.0
68,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087507980009487,DL DS-HIGHFASHION,AW22,MARBLED,487WHITE-LEATHER,ASYMETIRC QUILTED SAN,316000.0,0.0,0.0,2.0
69,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087507980009516,DL DS-HIGHFASHION,SS22,MARBLED,516GOLD-LEATHER,ASYMETIRC QUILTED SAN,316000.0,0.0,0.0,2.0
70,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087507980009487,DL DS-HIGHFASHION,AW22,MARBLED,487WHITE-LEATHER,ASYMETIRC QUILTED SAN,316000.0,0.0,0.0,2.0
71,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087507980009487,DL DS-HIGHFASHION,AW22,MARBLED,487WHITE-LEATHER,ASYMETIRC QUILTED SAN,316000.0,0.0,0.0,2.0
72,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087507980009516,DL DS-HIGHFASHION,SS22,MARBLED,516GOLD-LEATHER,ASYMETIRC QUILTED SAN,316000.0,0.0,0.0,2.0
73,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087507980009487,DL DS-HIGHFASHION,AW22,MARBLED,487WHITE-LEATHER,ASYMETIRC QUILTED SAN,316000.0,0.0,0.0,2.0
74,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087507980009516,DL DS-HIGHFASHION,SS22,MARBLED,516GOLD-LEATHER,ASYMETIRC QUILTED SAN,632000.0,0.0,0.0,4.0
75,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0087507980009516,DL DS-HIGHFASHION,SS22,MARBLED,516GOLD-LEATHER,ASYMETIRC QUILTED SAN,632000.0,0.0,0.0,4.0
76,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069351,DL CS-FLAT,SS23,LASSA,351TAN-SYNTHETIC,ASYMMETRIC EMBELLISHE,336000.0,0.0,0.0,3.0
77,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069351,DL CS-FLAT,SS23,LASSA,351TAN-SYNTHETIC,ASYMMETRIC EMBELLISHE,336000.0,0.0,0.0,3.0
78,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069351,DL CS-FLAT,SS23,LASSA,351TAN-SYNTHETIC,ASYMMETRIC EMBELLISHE,112000.0,0.0,0.0,1.0
79,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069351,DL CS-FLAT,SS23,LASSA,351TAN-SYNTHETIC,ASYMMETRIC EMBELLISHE,448000.0,0.0,0.0,4.0
80,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069351,DL CS-FLAT,SS23,LASSA,351TAN-SYNTHETIC,ASYMMETRIC EMBELLISHE,112000.0,0.0,0.0,1.0
81,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069064,DL CS-FLAT,SS23,LASSA,064NUDE-SYNTHETI,ASYMMETRIC EMBELLISHE,224000.0,0.0,0.0,2.0
82,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069064,DL CS-FLAT,SS23,LASSA,064NUDE-SYNTHETI,ASYMMETRIC EMBELLISHE,0.0,0.0,0.0,0.0
83,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069064,DL CS-FLAT,SS23,LASSA,064NUDE-SYNTHETI,ASYMMETRIC EMBELLISHE,224000.0,0.0,0.0,2.0
84,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069064,DL CS-FLAT,SS23,LASSA,064NUDE-SYNTHETI,ASYMMETRIC EMBELLISHE,336000.0,0.0,0.0,3.0
85,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069064,DL CS-FLAT,SS23,LASSA,064NUDE-SYNTHETI,ASYMMETRIC EMBELLISHE,112000.0,0.0,0.0,1.0
86,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069351,DL CS-FLAT,SS23,LASSA,351TAN-SYNTHETIC,ASYMMETRIC EMBELLISHE,224000.0,0.0,0.0,2.0
87,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0079506840069064,DL CS-FLAT,SS23,LASSA,064NUDE-SYNTHETI,ASYMMETRIC EMBELLISHE,224000.0,0.0,0.0,2.0
88,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940070037,DL DS-OCCASION,AW21,MALANIE,BLACK037,ASYMMETRIC JEWELLED H,0.0,0.0,0.0,0.0
89,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940070037,DL DS-OCCASION,AW21,MALANIE,BLACK037,ASYMMETRIC JEWELLED H,0.0,0.0,0.0,0.0
90,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940070596,DL DS-OCCASION,AW21,MALANIE,ROSE GOLD596,ASYMMETRIC JEWELLED H,0.0,0.0,0.0,0.0
91,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940070037,DL DS-OCCASION,AW21,MALANIE,BLACK037,ASYMMETRIC JEWELLED H,0.0,0.0,0.0,0.0
92,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940070037,DL DS-OCCASION,AW21,MALANIE,BLACK037,ASYMMETRIC JEWELLED H,0.0,0.0,0.0,0.0
93,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940070596,DL DS-OCCASION,AW21,MALANIE,ROSE GOLD596,ASYMMETRIC JEWELLED H,0.0,0.0,0.0,0.0
94,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940070596,DL DS-OCCASION,AW21,MALANIE,ROSE GOLD596,ASYMMETRIC JEWELLED H,0.0,0.0,0.0,0.0
95,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0088503940070596,DL DS-OCCASION,AW21,MALANIE,ROSE GOLD596,ASYMMETRIC JEWELLED H,0.0,0.0,0.0,0.0
96,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0080506660003081,DL OC-HIGHFASHION,AW22,COLOMBIA,797NUDE,ASYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
97,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0075508750004737,DL OC-HIGHFASHION,AW22,COLOMBIA,799BLACK,ASYMMETRIC POINT COU,0.0,0.0,0.0,0.0
98,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0080506660003081,DL OC-HIGHFASHION,AW22,COLOMBIA,797NUDE,ASYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
99,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0080506660003081,DL OC-HIGHFASHION,AW22,COLOMBIA,797NUDE,ASYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
100,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002708,DL OC-HIGHFASHION,AW22,COLOMBIA,708ROSE_GOLD,ASYMMETRIC POINT COU,0.0,0.0,0.0,0.0
101,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0075508750004737,DL OC-HIGHFASHION,AW22,COLOMBIA,799BLACK,ASYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
102,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002708,DL OC-HIGHFASHION,AW22,COLOMBIA,708ROSE_GOLD,ASYMMETRIC POINT COU,0.0,0.0,0.0,0.0
103,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0075508750004397,DL OC-HIGHFASHION,AW22,COLOMBIA,799BLACK,ASYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
104,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0080506660003081,DL OC-HIGHFASHION,AW22,COLOMBIA,797NUDE,ASYMMETRIC POINT COU,0.0,0.0,0.0,0.0
105,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002289,DL OC-HIGHFASHION,AW22,COLOMBIA,289GREEN-REPTILE,ASYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
106,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0075508750004737,DL OC-HIGHFASHION,AW22,COLOMBIA,799BLACK,ASYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
107,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002708,DL OC-HIGHFASHION,AW22,COLOMBIA,708ROSE_GOLD,ASYMMETRIC POINT COU,0.0,0.0,0.0,0.0
108,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002708,DL OC-HIGHFASHION,AW22,COLOMBIA,708ROSE_GOLD,ASYMMETRIC POINT COU,0.0,0.0,0.0,0.0
109,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002708,DL OC-HIGHFASHION,AW22,COLOMBIA,708ROSE_GOLD,ASYMMETRIC POINT COU,0.0,0.0,0.0,0.0
110,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002289,DL OC-HIGHFASHION,AW22,COLOMBIA,289GREEN-REPTILE,ASYMMETRIC POINT COU,141000.0,0.0,0.0,1.0
111,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002289,DL OC-HIGHFASHION,AW22,COLOMBIA,289GREEN-REPTILE,ASYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
112,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002289,DL OC-HIGHFASHION,AW22,COLOMBIA,289GREEN-REPTILE,ASYMMETRIC POINT COU,423000.0,0.0,0.0,3.0
113,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002289,DL OC-HIGHFASHION,AW22,COLOMBIA,289GREEN-REPTILE,ASYMMETRIC POINT COU,564000.0,0.0,0.0,4.0
114,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002708,DL OC-HIGHFASHION,AW22,COLOMBIA,708ROSE_GOLD,ASYMMETRIC POINT COU,0.0,0.0,0.0,0.0
115,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS ACCESSORIES,0075500620044484,DMA - SUNGLASSES,SS23,OSARK,691TORTOISESHELL,AVIATOR SUNGLASSES,2280000.0,0.0,0.0,24.0
116,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS ACCESSORIES,0079500620061487,DMA - SUNGLASSES,SS23,OSARK,300GREY,AVIATOR SUNGLASSES,6935000.0,0.0,0.0,73.0
117,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL OC-HIGHFASHION,SS23,COLOMBIA,649BLACK,AYSYMMETRIC POINT COU,1128000.0,0.0,0.0,8.0
118,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL OC-HIGHFASHION,SS23,COLOMBIA,649BLACK,AYSYMMETRIC POINT COU,705000.0,0.0,0.0,5.0
119,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL OC-HIGHFASHION,SS23,COLOMBIA,649BLACK,AYSYMMETRIC POINT COU,141000.0,0.0,0.0,1.0
120,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002799,DL OC-HIGHFASHION,SS22,COLOMBIA,BLACK799,AYSYMMETRIC POINT COU,0.0,0.0,0.0,0.0
121,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL OC-HIGHFASHION,SS23,COLOMBIA,649BLACK,AYSYMMETRIC POINT COU,987000.0,0.0,0.0,7.0
122,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002764,DL OC-HIGHFASHION,SS21,COLOMBIA,764PINK-REPTILE_,AYSYMMETRIC POINT COU,141000.0,0.0,0.0,1.0
123,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002764,DL OC-HIGHFASHION,SS21,COLOMBIA,764PINK-REPTILE_,AYSYMMETRIC POINT COU,0.0,0.0,0.0,0.0
124,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002764,DL OC-HIGHFASHION,SS21,COLOMBIA,764PINK-REPTILE_,AYSYMMETRIC POINT COU,423000.0,0.0,0.0,3.0
125,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002764,DL OC-HIGHFASHION,SS21,COLOMBIA,764PINK-REPTILE_,AYSYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
126,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,0093503940002764,DL OC-HIGHFASHION,SS21,COLOMBIA,764PINK-REPTILE_,AYSYMMETRIC POINT COU,141000.0,0.0,0.0,1.0
127,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL OC-HIGHFASHION,SS23,COLOMBIA,649BLACK,AYSYMMETRIC POINT COU,282000.0,0.0,0.0,2.0
128,SMARTMARTLTD,NIGERIA,30.0,DUNE LADIES,1430000000000000,DL OC-HIGHFASHION,SS23,COLOMBIA,649BLACK,AYSYMMETRIC POINT COU,423000.0,0.0,0.0,3.0
129,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0086503940070596,DM FS - SFASH,AW22,SAMAR,042BLACK,BACKLESS CREST LOAFER,220000.0,0.0,0.0,2.0
130,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0086503940091383,DM FS - SFASH,AW22,SAMAR,042BLACK,BACKLESS CREST LOAFER,110000.0,0.0,0.0,1.0
131,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0086503940091383,DM FS - SFASH,AW22,SAMAR,042BLACK,BACKLESS CREST LOAFER,770000.0,0.0,0.0,7.0
132,SMARTMARTLTD,NIGERIA,30.0,DUNE MENS,0086503940091383,DM FS - SFASH,AW22,SAMAR,042BLACK,BACKLESS CREST LOAFER,990000.0,0.0,0.0,9.0
